node,degree,clustering_coef,betweenness,pagerank
88,284,0.09540636042402827,0.002947934959894341,0.00046741678446832706
118,102,0.1539506891865657,0.000591059215510894,0.0001688536208882374
949,101,0.13465346534653466,0.0003142217996184723,0.0001661359813410408
7775,24,0.32971014492753625,2.353277680279826e-05,4.255623274780247e-05
81,120,0.07647058823529412,0.002126131190293951,0.0002998254899054974
82,212,0.025529822051327908,0.002695098756757867,0.0006972220059449315
184,277,0.054857950086328676,0.007340126737526145,0.0006841199960370707
273,1367,0.014353175295958597,0.025920111478693147,0.003228111394184455
316,190,0.1065441381230855,0.00360283783464442,0.0004178491197911268
390,35,0.0067226890756302525,0.0006998914012227393,0.000199711450222443
1053,209,0.03395288921604711,0.007056228861031757,0.0006532012659832635
1139,1068,0.015409510370705783,0.03537511935909608,0.002548206622663986
2348,98,0.007363770250368188,0.0035050713076664824,0.00048390435354409266
2630,343,0.0253524968884797,0.007164313167218958,0.0010113629733186679
5020,87,0.02619620422346966,0.001052190245177063,0.0003760233140917869
5024,18,0.0,0.00018314857328680057,9.184837576458522e-05
5069,186,0.0005231037489102005,0.009558562057300301,0.0014011965923240088
5587,27,0.09401709401709402,0.00018079069369833752,0.00010064762482983189
8032,41,0.04878048780487805,0.0022666981405557187,0.0001677019225617712
8556,72,0.010954616588419406,0.002955297193601866,0.0003478230821140625
8565,17,0.022058823529411766,0.0001754291634244443,9.25469313688691e-05
8566,40,0.046153846153846156,0.0005810567192841926,0.00015351319348991637
9129,70,0.0,0.0015983239326218047,0.0005009834801186559
9130,23,0.039525691699604744,0.0001247421878300605,9.612575232890637e-05
9131,16,0.0,0.00025346967981208584,0.00010604931776204743
9133,5,0.0,5.924463646853731e-05,3.1617552804431814e-05
9134,11,0.0,0.000200067549120061,8.033173034117846e-05
9135,49,0.004251700680272109,0.0027499848092025487,0.00027263185664280206
78,339,0.06433820320818279,0.005735936468653923,0.0007352907543648138
115,126,0.13752380952380952,0.00027328826601617616,0.00022005065412877234
128,264,0.024253946307178247,0.010362255550995774,0.000898543987860938
362,17,0.33088235294117646,3.3705430579462625e-05,4.986281470945997e-05
959,38,0.16927453769559034,4.1989774724119764e-05,7.875701377358612e-05
960,143,0.06500541711809317,0.0007699685629273435,0.00030442197612485123
961,2,1.0,0.0,8.397577413839633e-06
962,2,1.0,0.0,8.397577413839633e-06
102,203,0.046724869531288106,0.006803887439530245,0.0006948386124335077
112,54,0.18658280922431866,0.00025483346345900554,0.00011023430763149135
133,151,0.0920971302428256,0.0018656655908609416,0.00040801474607819114
1806,163,0.008710141634477012,0.004937434336692493,0.0008005364875887201
887,310,0.022799874725963044,0.005363020714888593,0.0010399272896220724
5023,25,0.02,0.0003313978832022101,0.00013964707084960538
189,3,1.0,0.0,1.2420296465090097e-05
204,5,0.5,1.7628801669730526e-07,1.7562213960499605e-05
72,377,0.06940290084090524,0.004234558662936898,0.0007080427750441194
76,815,0.04150374579822433,0.022320007907133163,0.0015196987126998992
83,201,0.1190547263681592,0.0021226445843474454,0.0003586083627711319
95,597,0.018492911987229212,0.016466374489867243,0.0016943197282267882
107,234,0.06892630497780712,0.006923895426408495,0.0005256823456826148
109,339,0.06714841772704264,0.00251557457970659,0.0006068423334891123
232,399,0.05988589564363169,0.0038167815827235543,0.0007439798549245615
353,705,0.030411831076724693,0.013711677410227652,0.0014616662824190076
402,172,0.09730722154222766,0.004463545897199643,0.0003851795007779008
409,141,0.13829787234042554,0.0004433957340486195,0.00024753931500739654
458,1261,0.011602029127802324,0.02722497327242106,0.0029570824688975174
652,538,0.04645801748665656,0.011191956899218062,0.0010108643271087383
802,405,0.07397628651754064,0.004475331950734599,0.0007341429308236575
873,62,0.2178741406663141,0.00010054314513410728,0.00010347946005298048
929,295,0.044113916753141934,0.0021648876601129768,0.0006278491555487661
939,386,0.046282215194132295,0.006738505159668967,0.0007265367707504817
1028,1244,0.016897196648498473,0.023286086665800686,0.0027793114127062733
1161,243,0.03584668231132877,0.002912306977644975,0.0005702092853988089
1287,6,0.2,6.186011702692953e-07,1.7764055689038682e-05
1304,263,0.08216991263460366,0.003565434116387788,0.0005587827404510029
1334,314,0.063938462790745,0.004428637514256006,0.0006643063309820726
1507,307,0.051329543761044046,0.006522913160176089,0.0007296734358771741
1528,365,0.042872196296853834,0.004360179258898928,0.0008299736561102704
1552,143,0.14301191765980498,0.0006104891295410544,0.0002665901727650511
1819,262,0.017168260653388317,0.0019654647822397674,0.0007840565747050249
1821,280,0.04782386072708653,0.003420036878360805,0.0005814502750554312
1927,197,0.05620014503263234,0.0029218152233675488,0.0004060204247769435
1935,310,0.0848314020252636,0.004613077531195668,0.0005387072280783323
2111,174,0.07235399641219853,0.0015437601468352596,0.00039937280453336647
2253,217,0.047405700631507085,0.0034245602836732326,0.0005067412435775578
2720,100,0.1098989898989899,0.0006867016202803924,0.00025585318108251926
2939,228,0.08706236958033851,0.006132895433237845,0.0005683200780218697
2947,263,0.09305430586596232,0.001908606541558106,0.0004443158788697178
4755,365,0.06932108986903507,0.0026667843381045723,0.0006168197734841167
5041,24,0.14492753623188406,0.000313307494428584,7.326721925945582e-05
5045,23,0.08300395256916997,0.00015271425631365788,6.827400582175381e-05
5046,18,0.10457516339869281,3.197784667081105e-05,4.558437501781974e-05
6826,1,0.0,0.0,5.945510736419175e-06
6827,4,0.5,1.286170662485295e-06,1.2128735136579814e-05
6828,36,0.15555555555555556,0.00016942796257295615,8.832692808193835e-05
6829,17,0.11764705882352941,0.00019237750270392878,7.818384251699816e-05
6830,3,0.0,4.9386753883892065e-05,2.4746105139225498e-05
6831,46,0.05314009661835749,0.0004226089713581878,0.00018055479256423915
9137,72,0.0027386541471048514,0.0010033789480084789,0.0004488291854407878
342,344,0.03223947386263475,0.007906106328299354,0.000846882329106168
1588,217,0.04010923365762076,0.007304887564440546,0.0007218829717830367
1970,46,0.02318840579710145,0.0005379651586392046,0.00021560054565150882
5025,6,0.0,3.080769540092393e-05,2.652610469882484e-05
5026,8,0.0,7.08942761235915e-05,3.987086390675264e-05
5027,35,0.008403361344537815,0.0004443991916444467,0.00018632805624549628
8558,47,0.04902867715078631,0.0018953886995415963,0.00019808531879128184
8559,27,0.05413105413105413,0.00040632699700434615,0.00010700533663415287
8560,37,0.03903903903903904,0.000481871123615258,0.0001596364993416326
8561,11,0.0,1.2606218318840473e-05,3.7568465038590356e-05
9861,33,0.03977272727272727,0.002516206391573141,0.00016187484463509958
91,172,0.06181150550795594,0.0038370367296911728,0.0005072648316345211
114,285,0.027724240177909563,0.006460484505600978,0.0008918644750235828
920,214,0.07761835812382081,0.004033427726995311,0.0005001593519024415
8557,50,0.0,0.0010165717973097716,0.00036355945163086634
80,271,0.03012163454967883,0.008881998646677675,0.00088963019937641
89,247,0.07382903788552056,0.006550932135172231,0.0005214869308055228
90,366,0.030571150535219704,0.00856893698034871,0.000976741643694997
277,136,0.07908496732026143,0.0018815944106029211,0.0003407786614933252
286,711,0.02109704641350211,0.017183941567861422,0.0016898172525132476
370,1099,0.02265845254254986,0.021503860531818773,0.0023396298106885738
543,521,0.014557803041488262,0.016977578559388494,0.0015062140927892024
659,244,0.0855427376374553,0.005163378830377858,0.00047563107764101565
875,133,0.07564365459102301,0.0012103265769923103,0.00029199845611032477
879,101,0.11544554455445545,0.00129240421359128,0.00025869336395929944
880,135,0.08148148148148149,0.0036745946150937244,0.0003660957411350233
918,121,0.1209366391184573,0.0007223616542538134,0.00023850425643914084
922,136,0.1028322440087146,0.000809936224858289,0.00027813873738480246
950,106,0.039353099730458224,0.0007148094162152166,0.00027637082022230225
966,7,0.09523809523809523,2.76093037650804e-05,2.961581863864573e-05
1000,65,0.0798076923076923,0.0012118258838855747,0.0001820037381122063
1560,119,0.13217490385984904,0.0009063317484584153,0.00024041052529637602
1649,14,0.5824175824175825,9.302510142931862e-06,2.7333120118901002e-05
1700,6,0.4666666666666667,5.884808657044104e-06,1.6131168167946726e-05
1723,10,0.37777777777777777,2.3093303919844048e-05,2.5657980852615913e-05
1759,30,0.20689655172413793,0.00010266411991039133,5.8340485283126415e-05
1817,278,0.031659870659429136,0.00805455052362351,0.0007628273264558107
2715,59,0.10753945061367622,0.0028172904261714623,0.00020511783722337575
2728,77,0.10423786739576213,0.0006358543108832155,0.00021544883276277614
2773,168,0.10307955517536356,0.0017952045834737581,0.0003767980682313392
4152,169,0.08361510284587208,0.007818653303226333,0.000467812034794698
5031,2,1.0,0.0,1.0369840845799027e-05
5032,12,0.07575757575757576,8.540878195113471e-05,5.269734836867157e-05
5034,2,1.0,0.0,9.500212546719134e-06
5035,9,0.2222222222222222,1.2832795312315925e-05,2.6047164167087144e-05
5037,7,0.5714285714285714,6.673888687900331e-06,1.753107573786485e-05
5038,1383,0.00046878940368522885,0.06449935698326253,0.011403033206419748
5039,2,1.0,0.0,8.071219595562589e-06
5040,3,0.0,6.7239488382712424e-06,1.4072748031762536e-05
5042,41,0.03048780487804878,0.002159969721462785,0.00014177497819888293
5043,4,0.3333333333333333,4.550635123000592e-06,1.7200751412281536e-05
5044,3,0.6666666666666666,2.9399469137656685e-06,1.1854442140306476e-05
5047,2,1.0,0.0,9.642392589591687e-06
5049,10,0.06666666666666667,9.50623584588261e-05,4.685249411382407e-05
5051,52,0.04524886877828054,0.0013700405777949598,0.00023525508994455506
5052,56,0.07922077922077922,0.0038708922549117717,0.00017171097291264356
5053,129,0.07073643410852713,0.0014542387362251451,0.00035576036006861717
5054,1,0.0,0.0,6.325663262597263e-06
5055,2,1.0,0.0,9.345403959609732e-06
5056,2,1.0,0.0,8.645247705518748e-06
5057,26,0.07076923076923076,0.00014404239287200624,9.84192355965834e-05
5058,2,1.0,0.0,9.714579354619187e-06
5059,5,0.4,0.0019104933224311793,2.563347620343927e-05
5060,2,1.0,0.0,8.731597810172113e-06
5062,2,1.0,0.0,9.839705045678251e-06
5063,2,1.0,0.0,7.982095289016999e-06
5064,13,0.02564102564102564,7.618847431934672e-05,5.2949830894556084e-05
5065,11,0.41818181818181815,0.0001716718583113072,3.1565747146280615e-05
5066,8,0.5714285714285714,5.5683937272726605e-06,1.8268954853139714e-05
5067,12,0.30303030303030304,3.101220443432906e-05,2.773375293739077e-05
8264,21,0.2761904761904762,1.5339923391722135e-05,4.217164362956358e-05
79,119,0.06551773251673551,0.0012284866410714297,0.0002766722684596694
85,32,0.3245967741935484,0.00017295425508755566,6.522897310379347e-05
87,44,0.2558139534883721,4.8820743451993195e-05,8.481339964028173e-05
101,86,0.07852257181942544,0.001290362611490991,0.00024342704700244726
108,21,0.34285714285714286,2.192704158251705e-05,4.138368845346908e-05
113,34,0.22103386809269163,5.3840941307324004e-05,6.53931816005109e-05
119,45,0.29494949494949496,2.7399830370610095e-05,8.228720590505479e-05
121,33,0.2556818181818182,0.00014408164730019918,8.174977309315811e-05
127,481,0.03128898128898129,0.021662777179431828,0.0010163084688341246
138,98,0.14117399537134442,0.00015865913031730142,0.00017719274490505423
143,138,0.1631228181529673,0.00124964814915096,0.0002374633426481129
154,45,0.2515151515151515,3.236326785204035e-05,8.5260887654907e-05
155,497,0.04064710845719478,0.012980797277295432,0.0012497847971720735
164,93,0.24053295932678823,0.0005859594605808067,0.00014860915845373653
165,166,0.1171960569550931,0.0018390515599658605,0.00030348376879991664
169,34,0.2727272727272727,8.062383305941713e-05,6.824065157516384e-05
186,229,0.13265149773998314,0.0020357770232529494,0.00035904084770414
193,94,0.1928620452985587,0.0006082250715418223,0.00015985054786769515
239,99,0.12945784374355804,0.0037603839456158807,0.0001783596203367358
245,138,0.1536020311012377,0.0016754829189439926,0.00023083594871598344
280,94,0.17593228094257607,0.0006603790960657747,0.00017681567799714498
281,73,0.22146118721461186,0.0003326327302057903,0.00012565106115421917
290,61,0.22459016393442624,0.00017593424105035558,0.00012536211908807746
378,229,0.12859112847621237,0.0051093812730217325,0.0003878065035394234
382,120,0.20364145658263305,0.00017842759743309192,0.0001835635551649486
415,12,0.42424242424242425,9.377828667994214e-07,2.792094632875186e-05
420,141,0.19483282674772037,0.000648392053846461,0.0002310328373626367
645,146,0.1853566367501181,0.00045528991217506936,0.000244157720058983
662,120,0.17591036414565828,0.0006336486318377097,0.00019398316792151402
824,138,0.1171056807362742,0.0005272990784303772,0.00023627253082571866
864,31,0.2709677419354839,2.091778072418023e-05,5.67959385555684e-05
870,41,0.2975609756097561,0.00010515344840027275,8.432880152762432e-05
882,56,0.29285714285714287,0.0001106471081340687,9.752963095105587e-05
936,73,0.2176560121765601,0.0002955993846926954,0.00012694198130762903
1068,144,0.17997280497280496,0.0002877750432029535,0.00021904841776733942
1354,68,0.228270412642669,0.0001169677079868574,0.00011673234607869384
1355,39,0.2766531713900135,0.00025867039751894784,7.274009499604506e-05
1486,38,0.20625889046941678,0.00020639882694407623,8.208991528402703e-05
1606,36,0.21587301587301588,0.0010383561972704372,7.584722546382053e-05
1668,65,0.2048076923076923,0.00010240046263759834,0.00012825211299665135
1713,38,0.2375533428165007,0.002289217580062229,8.116746401826074e-05
1797,41,0.22439024390243903,0.0002637750361537071,8.800604732394912e-05
1814,94,0.17913520933424845,0.0005401525329637225,0.0001610718856523136
1849,31,0.2860215053763441,2.8797802950250755e-05,5.8689011509771746e-05
1889,18,0.41830065359477125,0.00011566203467162673,4.021462938956704e-05
1891,33,0.26515151515151514,0.0005099418443742953,7.579250326689717e-05
1893,47,0.23496762257169287,0.00019823341079092008,8.906131766261448e-05
1947,22,0.38961038961038963,4.821950357449667e-06,4.4245810942278803e-05
1953,41,0.2451219512195122,0.00010843175646294509,7.77804488295888e-05
1964,17,0.2867647058823529,9.666905895745149e-05,3.9758288157595144e-05
1971,18,0.35947712418300654,4.1692909198012884e-05,3.978281273851122e-05
1976,34,0.18716577540106952,0.0003495408880203204,7.205174654487192e-05
1987,26,0.19692307692307692,1.741736731492364e-05,4.932741204526624e-05
1993,19,0.2807017543859649,1.7305404698258882e-06,3.450373662846937e-05
2015,119,0.05782652043868395,0.0033986725048399586,0.00037239869789479634
2039,58,0.21113127646702964,0.00032144542917453625,9.96392745018042e-05
2092,60,0.16271186440677965,0.0009416150895524957,0.00010476502539418727
2093,30,0.25287356321839083,5.14510937817564e-05,5.572911686664509e-05
2094,6,0.5333333333333333,7.339086812860706e-05,2.8097378428148073e-05
2095,1,0.0,0.0,5.880226353540371e-06
2096,100,0.22464646464646465,0.0005251927031680665,0.00017279854955953058
2097,4,0.8333333333333334,8.639611667239094e-09,1.1642685098819197e-05
2098,15,0.2857142857142857,1.0991498518885027e-05,3.3813728476561364e-05
2099,14,0.23076923076923078,6.308178413705348e-05,4.050316747597018e-05
2100,2,1.0,0.0,7.283203292185008e-06
2101,3,0.6666666666666666,8.691021456516837e-08,1.3066510702630684e-05
2102,1,0.0,0.0,5.880226353540371e-06
2103,15,0.19047619047619047,1.0133078997907943e-05,3.053303886777709e-05
2104,1,0.0,0.0,5.880226353540371e-06
2105,5,0.4,4.5166301796871833e-07,1.255455918394461e-05
2106,10,0.26666666666666666,1.05872077971155e-05,2.1941128666637642e-05
2107,11,0.4727272727272727,7.275591572545107e-06,2.1800649023511466e-05
2108,1,0.0,0.0,5.880226353540371e-06
2109,3,0.3333333333333333,5.355799051100228e-07,1.292086905051995e-05
2110,17,0.3088235294117647,7.551931794522057e-06,3.105519511226179e-05
2112,6,0.4,6.405898207426752e-05,2.8568951196751483e-05
2113,1,0.0,0.0,5.880226353540371e-06
2114,3,1.0,0.0,9.246849187127183e-06
2115,11,0.32727272727272727,4.784810157027583e-06,2.278736851049918e-05
2116,3,1.0,0.0,8.703308226588104e-06
2117,17,0.27205882352941174,2.349397322632061e-05,3.3430868489275624e-05
2118,26,0.08307692307692308,0.0037984410452162353,9.522222579754932e-05
73,127,0.12335958005249344,0.0018114270784114338,0.00022541360580832594
77,4,0.6666666666666666,1.3250237461689163e-06,1.218248770602322e-05
84,48,0.2624113475177305,7.014054705591297e-05,8.142325349610934e-05
92,69,0.1628303495311168,0.002345819233759631,0.00015515639427604946
94,8,0.42857142857142855,1.695730007408549e-05,2.175950668429315e-05
96,16,0.5583333333333333,1.2478358342153256e-06,3.437429363670122e-05
97,44,0.321353065539112,0.00012371831375660632,8.070867239864975e-05
98,2,0.0,5.802161845927584e-07,1.2151846565577777e-05
99,22,0.3852813852813853,1.5326417468353888e-05,4.6650393750920767e-05
100,4,1.0,0.0,1.2788427096728423e-05
103,1,0.0,0.0,6.136741288694026e-06
104,2,0.0,6.864141099105964e-06,1.3069229741320917e-05
105,2,1.0,0.0,1.0698060580483926e-05
110,4,1.0,0.0,1.1759557206387774e-05
111,175,0.16617405582922826,0.0008829586922859942,0.0002705825851516226
116,229,0.12100666513445185,0.000644508735266744,0.0003376715730777637
117,2,0.0,5.802161845927584e-07,1.2151846565577777e-05
120,14,0.6153846153846154,1.4448353622511775e-06,3.0080851575759327e-05
122,95,0.18947368421052632,0.0001868249345451304,0.0001466730910389768
123,21,0.15714285714285714,0.0002854083342418949,5.0254359807485656e-05
124,3,1.0,0.0,9.898488926391594e-06
125,10,0.28888888888888886,4.003639259092003e-05,3.079167058069985e-05
126,31,0.23010752688172043,1.6185806290226956e-05,5.237599948361816e-05
129,3,0.6666666666666666,1.4314607092834426e-07,1.186698391224885e-05
130,1,0.0,0.0,6.136741288694026e-06
131,108,0.20128071997230876,0.0004599876538904013,0.00018253062042814747
132,49,0.1717687074829932,0.00012908365062788967,9.050436767061913e-05
134,396,0.08204833141542002,0.004348683555816426,0.0006254803681347018
135,14,0.4175824175824176,1.2969888312418656e-05,2.9474161107348595e-05
137,17,0.4411764705882353,5.526061290048499e-06,3.084591145241915e-05
139,1,0.0,0.0,6.136741288694026e-06
141,20,0.37894736842105264,5.353004099073817e-05,3.849196449153995e-05
142,6,0.26666666666666666,8.081351552980816e-05,3.511640879761868e-05
146,239,0.11033367321824127,0.0015275289898717007,0.0003717532062654999
147,212,0.035232048645265135,0.006424384441923455,0.0006509062167484781
148,2,1.0,0.0,9.163711745855433e-06
149,47,0.2506938020351526,8.621935839052105e-05,9.20573077039242e-05
150,8,0.6428571428571429,2.6579468779183325e-06,1.9513356286091803e-05
152,1,0.0,0.0,6.136741288694026e-06
153,22,0.18181818181818182,8.421489244667539e-05,6.23065909896807e-05
156,64,0.1661706349206349,0.00018893415659839365,0.00012558025854430424
157,43,0.3521594684385382,4.82053582643193e-05,7.402757738135699e-05
158,2,1.0,0.0,9.366423091090135e-06
159,5,0.5,6.511695067605636e-07,1.8887955362897195e-05
160,22,0.2683982683982684,1.7452379944813765e-05,4.244026587246212e-05
161,3,1.0,0.0,9.679467762456642e-06
162,3,1.0,0.0,1.0702354282218041e-05
163,2,1.0,0.0,1.087235601120752e-05
166,72,0.30007824726134585,0.0002756013012096653,0.00012676205285142917
167,2,1.0,0.0,1.0698060580483926e-05
168,123,0.18499266959882713,0.0010199589714309843,0.00019051803636384253
170,1,0.0,0.0,6.136741288694026e-06
172,187,0.09838422172388017,0.0009215111404616827,0.00033405887044205023
904,123,0.13967746234839398,0.0001696779014283448,0.00019611585568836342
2047,75,0.10414414414414415,0.0005394578756374937,0.0001907667526120766
7949,5,0.9,5.4444379631058676e-08,1.3202641076678122e-05
10236,5,0.6,1.1332384293160082e-07,1.838206601069004e-05
10238,5,0.8,4.77299508532689e-08,1.5322279913524837e-05
10239,3,1.0,0.0,1.1148906809300342e-05
